userid,campaignid,timestamp,mediatype,adtype,city,state,age,campaign_area,campaign_category,activity
3fc9802d-4b9d-4d7b-ba6b-f6a5058e8adc,b32618f1-e5dc-4f32-8e1c-afcb2fd4966b,1493640000,swf,popup,Concord,AK,60,AK,misc,impression
e7264d6f-f610-4bda-a76a-49ebef012adf,ea539aed-a3a0-4172-9c83-94af337480b4,1493640000,txt,popup,Raleigh,HI,28,HI,food,hover
f7f1a229-cee1-4e42-9f12-a47d5218d0ff,5d72a3e5-9404-498b-81b8-15117352686c,1493640000,txt,popup,Columbus,AK,43,AK,tech,impression
9649cc2d-86ee-42a2-bd4f-dc10ad9f99a4,2e0f04fc-ceaa-4955-9533-9fd99ec1d6dc,1493640000,swf,banner,Des Moines,DE,58,DE,misc,impression
5ca8e623-717c-4b94-b32d-99012c71354f,c1cacfec-f8bd-4da4-baf3-3a33169e5b3c,1493640000,txt,banner,Little Rock,NY,46,NY,retail,impression
ff50936f-171a-4d48-bdf1-6b69f0f4e784,00c7d337-ae99-49a0-ac3b-c675ab14e7eb,1493640000,txt,popup,Honolulu,NJ,32,NJ,gas,hover
78255561-7b22-41c8-94d7-9cbf74209207,00c7d337-ae99-49a0-ac3b-c675ab14e7eb,1493640000,txt,popup,Lansing,MI,23,MI,gas,hover
e3e1dd4b-832b-49d7-8de0-c120dbcf2803,b32618f1-e5dc-4f32-8e1c-afcb2fd4966b,1493640000,txt,banner,Bismarck,VT,54,VT,misc,impression
5b0da88e-307d-41d3-970f-df4e240b3c7c,c600e6c5-de48-494a-aa8b-0abc49d15e00,1493640000,img,popup,Carson City,NY,35,NY,retail,impression
3fc9802d-4b9d-4d7b-ba6b-f6a5058e8adc,92fa54c7-fe56-4031-bf06-1fe7df8d7894,1493640000,img,popup,Charleston,WY,60,WY,food,impression
90546284-4671-4e30-929e-ef682841a9f9,945f7cda-b71e-43ac-9c99-f0bebe4d6802,1493640000,txt,popup,Cheyenne,OH,38,OH,gas,clicked
0f16537f-5c14-483d-9787-fc22f50ed50d,2e0f04fc-ceaa-4955-9533-9fd99ec1d6dc,1493640000,swf,embedded,Pierre,CT,31,CT,misc,impression
ed3def0d-289d-4101-b4f1-0ca9d2a27bf1,382f45b8-e3d1-48b7-af63-0a29c41b57d6,1493640000,txt,banner,Bismarck,NV,31,NV,car,impression
7d5d8b5b-2500-4c7d-a58f-7a49d1f51f93,945f7cda-b71e-43ac-9c99-f0bebe4d6802,1493640000,swf,banner,Trenton,OK,28,OK,gas,impression
fc314d5e-6645-49f2-b480-4154d03bcca2,b070fe31-1550-49b9-9d33-e33759e54dbc,1493640000,img,popup,Little Rock,CA,26,CA,retail,clicked
ab14bc84-89d9-42f6-804b-b8c2416afc49,6be049b2-25ef-46f3-863c-1886601208b6,1493640000,swf,popup,Nashville,RI,56,RI,gas,impression
07797b1c-50ae-436a-862d-44af9169b2c3,382f45b8-e3d1-48b7-af63-0a29c41b57d6,1493640000,txt,popup,Raleigh,WA,37,WA,car,hover
6691c088-f674-4c52-a7e2-ecfce9e0f73c,c7baf205-f866-48e6-a1d5-1bae17be8c1c,1493640000,txt,popup,Harrisburg,AL,59,AL,food,hover
ae13cd7e-242a-46e9-b923-be2537417e2d,0eb07884-ae95-4c8b-bf0f-b0328209bef5,1493640000,swf,popup,Albany,LA,31,LA,tech,hover
3fc9802d-4b9d-4d7b-ba6b-f6a5058e8adc,382f45b8-e3d1-48b7-af63-0a29c41b57d6,1493640000,txt,popup,Honolulu,NE,60,NE,car,impression
fa879d10-5ce2-4df5-b598-025af9771388,ebb281c2-9d97-456f-8628-02381fc730ca,1493640000,txt,popup,Lincoln,WA,31,WA,gas,hover
246668da-feee-4f46-b103-469e65c37c5d,5f51768a-f276-4c65-8e98-94d035ceedb8,1493640000,txt,popup,Jackson,IN,51,IN,car,impression
82783670-2d72-4734-85bf-5e823cef8d6f,0eb07884-ae95-4c8b-bf0f-b0328209bef5,1493640000,img,popup,Oklahoma City,TN,32,TN,tech,clicked
fa879d10-5ce2-4df5-b598-025af9771388,bb19526c-a252-457f-9081-2a12b1f7621b,1493640000,txt,popup,Trenton,ND,31,ND,car,impression
dc3bdc2a-fded-4b68-ae19-dc085badcd70,3f86c46b-8c0e-41cc-9008-e031e5ac5ce8,1493640000,txt,popup,Carson City,IN,56,IN,tech,impression
6e754b2a-a004-4d33-a237-4c18b0f3fdd9,c600e6c5-de48-494a-aa8b-0abc49d15e00,1493640000,txt,popup,Nashville,AZ,28,AZ,retail,clicked
a96abe7b-ace3-470a-b4b5-0e5c99dbcadd,88784cd6-92a3-4868-a5b1-0d04da3c3d12,1493640000,txt,popup,Montpelier,VT,33,VT,misc,impression
f5678622-0e93-4fe6-a2c8-64d72f1def28,6995895a-36ed-4d18-9e2b-d04b5d07cbba,1493640000,txt,embedded,Pierre,OH,29,OH,retail,clicked
8d1ac6e3-725a-4acb-8261-ca830bd30596,30720a6a-8bae-40e7-829f-9cd85541eb0e,1493640000,img,popup,Little Rock,KS,24,KS,food,hover
6dddba07-06e3-49c4-931a-73ad304fda0f,b070fe31-1550-49b9-9d33-e33759e54dbc,1493640000,swf,popup,Boise,UT,33,UT,retail,impression
1984ff7e-2f50-45fb-959c-8da4f1e84a71,6ddc33e8-dd7b-4d24-9e62-55c505c5c7a5,1493640000,swf,popup,Topeka,AK,30,AK,coffee,impression
f26f7b0b-45b1-44fe-9fb5-68e339c54b5e,2a867159-c2e6-4d94-a654-3b94e5274102,1493640000,txt,embedded,Augusta,KS,30,KS,retail,hover
0a5dca4a-532f-45e2-9776-c1dbbf7f76d9,9ea67dda-6876-4c09-9de3-9f932100a489,1493640000,txt,embedded,Bismarck,WI,32,WI,misc,impression
3fc9802d-4b9d-4d7b-ba6b-f6a5058e8adc,c7baf205-f866-48e6-a1d5-1bae17be8c1c,1493640000,txt,popup,Salt Lake City,MN,60,MN,food,impression
36a04cc0-26ee-462f-b8a5-aafe9ac0d2dd,06c40fd8-cb9c-43ec-8d3b-6bf5cbf44722,1493640000,img,popup,Madison,NY,60,NY,gas,impression
ee2822a9-d4e7-4340-b25c-c989604d0cff,c6afb280-53ef-4c70-bdc6-6842177671f2,1493640000,swf,banner,Richmond,NM,57,NM,food,impression
3fc9802d-4b9d-4d7b-ba6b-f6a5058e8adc,7408682a-d248-4f42-96b0-05fc217988f0,1493640000,swf,banner,Concord,GA,60,GA,gas,clicked
ae13cd7e-242a-46e9-b923-be2537417e2d,740aba09-7f93-4f89-8400-b188af6bc62a,1493640000,swf,popup,Boston,OR,31,OR,coffee,hover
e7264d6f-f610-4bda-a76a-49ebef012adf,2a867159-c2e6-4d94-a654-3b94e5274102,1493640000,swf,banner,Harrisburg,SD,28,SD,retail,impression
399c92ea-f1e4-42be-a2e2-eb548a45602e,2e0f04fc-ceaa-4955-9533-9fd99ec1d6dc,1493640000,txt,popup,Phoenix,TX,31,TX,misc,clicked
8d1ac6e3-725a-4acb-8261-ca830bd30596,ebb281c2-9d97-456f-8628-02381fc730ca,1493640000,txt,popup,Lansing,AL,24,AL,gas,hover
1c500e1a-e68e-49bc-a1e3-f6e7bf8fba7e,ebb281c2-9d97-456f-8628-02381fc730ca,1493640000,img,banner,Jackson,NE,28,NE,gas,impression
ffcf67e9-31ee-4fb6-953e-226d73169474,c6afb280-53ef-4c70-bdc6-6842177671f2,1493640000,txt,banner,Salt Lake City,KY,53,KY,food,impression
e30eff11-ef60-4b41-8c50-9e336af6d9fa,c2f1a1e9-d5b0-4a74-a85a-84611d929f03,1493640000,txt,popup,Topeka,NC,57,NC,food,clicked
c085dcd1-4f89-4659-88f1-2f02fbec5dee,88784cd6-92a3-4868-a5b1-0d04da3c3d12,1493640000,txt,embedded,Frankfort,TN,33,TN,misc,clicked
fef09c97-ca75-4d68-9fe2-2a5e692ec576,c1cacfec-f8bd-4da4-baf3-3a33169e5b3c,1493640000,swf,popup,Trenton,MT,24,MT,retail,impression
74324fc9-dc46-46a4-a65c-b80687c38844,6995895a-36ed-4d18-9e2b-d04b5d07cbba,1493640000,swf,popup,Harrisburg,IN,40,IN,retail,impression
82783670-2d72-4734-85bf-5e823cef8d6f,2e710755-5b2b-4212-8d1b-be4a2e5c34d2,1493640000,swf,popup,Atlanta,TX,32,TX,retail,clicked
f381af88-ff61-445c-a54d-82c3c7c93372,ebb281c2-9d97-456f-8628-02381fc730ca,1493640000,txt,popup,Pierre,AZ,28,AZ,gas,clicked
5ca8e623-717c-4b94-b32d-99012c71354f,91361d93-3903-47de-9f18-e1d79f1c9bb4,1493640000,txt,popup,Oklahoma City,WA,46,WA,tech,hover
78208b20-9f35-4341-b587-8ead942276d1,d89e7da3-fec1-450a-a050-6613204c143b,1493640000,swf,popup,Nashville,NC,37,NC,food,clicked
f76fa4aa-9b7a-497a-af49-c161ba5de4da,945f7cda-b71e-43ac-9c99-f0bebe4d6802,1493640000,img,popup,Boston,NJ,31,NJ,gas,hover
08efc05f-e648-4132-b48f-0b8b64a9faae,6ddc33e8-dd7b-4d24-9e62-55c505c5c7a5,1493640000,txt,popup,Denver,AL,30,AL,coffee,hover
2e2f7659-de6e-494c-9e1d-24275537b9e0,9ea67dda-6876-4c09-9de3-9f932100a489,1493640000,swf,popup,Topeka,NH,43,NH,misc,impression
c3fd3c1f-1992-40b6-9db2-004f6f7880ee,6be049b2-25ef-46f3-863c-1886601208b6,1493640000,txt,popup,Little Rock,FL,19,FL,gas,hover
20c09b6e-f271-4658-bc6a-f4d00d975e86,7408682a-d248-4f42-96b0-05fc217988f0,1493640000,img,banner,Salem,NJ,60,NJ,gas,impression
9649cc2d-86ee-42a2-bd4f-dc10ad9f99a4,5d72a3e5-9404-498b-81b8-15117352686c,1493640000,txt,popup,Richmond,IL,58,IL,tech,impression
2d6c9316-a852-46e8-b0c8-fad552d1ed31,ebb281c2-9d97-456f-8628-02381fc730ca,1493640000,txt,popup,Denver,AR,58,AR,gas,impression
78208b20-9f35-4341-b587-8ead942276d1,2e0f04fc-ceaa-4955-9533-9fd99ec1d6dc,1493640000,txt,popup,Atlanta,KS,37,KS,misc,hover
e3e1dd4b-832b-49d7-8de0-c120dbcf2803,3f86c46b-8c0e-41cc-9008-e031e5ac5ce8,1493640000,txt,popup,Olympia,CA,54,CA,tech,clicked
246668da-feee-4f46-b103-469e65c37c5d,88784cd6-92a3-4868-a5b1-0d04da3c3d12,1493640000,txt,banner,Hartford,MA,51,MA,misc,hover
ab9a0803-9470-44ed-912a-aa599c368b89,2a867159-c2e6-4d94-a654-3b94e5274102,1493640000,txt,banner,Concord,LA,33,LA,retail,hover
82783670-2d72-4734-85bf-5e823cef8d6f,c1d8a759-829d-4152-922c-27019868ec07,1493640000,txt,embedded,Bismarck,FL,32,FL,coffee,hover
633148d1-89aa-47e9-8e5a-90378fb94e93,740aba09-7f93-4f89-8400-b188af6bc62a,1493640000,txt,popup,Denver,KY,36,KY,coffee,impression
90546284-4671-4e30-929e-ef682841a9f9,bb19526c-a252-457f-9081-2a12b1f7621b,1493640000,swf,popup,Tallahassee,MN,38,MN,car,impression
1984ff7e-2f50-45fb-959c-8da4f1e84a71,ca660a13-87e5-49c1-b2f4-6a408d11d615,1493640000,txt,popup,Honolulu,VA,30,VA,retail,impression
f8480d49-9fae-442e-95bc-4967ef75c4d5,c1d8a759-829d-4152-922c-27019868ec07,1493640000,txt,popup,Denver,NJ,20,NJ,coffee,hover
c08376c1-ccea-4599-9a3e-25b5bef98be9,c1cacfec-f8bd-4da4-baf3-3a33169e5b3c,1493640000,img,popup,Lansing,NC,22,NC,retail,clicked
07caa1b7-6bdb-4f97-9c8e-6294286d6c99,2e0f04fc-ceaa-4955-9533-9fd99ec1d6dc,1493640000,txt,popup,Saint Paul,FL,43,FL,misc,hover
84ceb97d-7bc0-4ccd-99b8-d7d88829c3f7,945f7cda-b71e-43ac-9c99-f0bebe4d6802,1493640000,swf,popup,Charleston,NV,25,NV,gas,impression
ff50936f-171a-4d48-bdf1-6b69f0f4e784,6ddc33e8-dd7b-4d24-9e62-55c505c5c7a5,1493640000,txt,embedded,Concord,OH,32,OH,coffee,clicked
074d5fa4-01da-4539-b3d5-5e2210fa8e2d,92fa54c7-fe56-4031-bf06-1fe7df8d7894,1493640000,swf,popup,Richmond,MS,56,MS,food,impression
1e361a28-25b8-4c32-a440-a4b062991d6e,7408682a-d248-4f42-96b0-05fc217988f0,1493640000,txt,popup,Olympia,LA,27,LA,gas,hover
fc314d5e-6645-49f2-b480-4154d03bcca2,6ddc33e8-dd7b-4d24-9e62-55c505c5c7a5,1493640000,swf,embedded,Salem,TN,26,TN,coffee,clicked
888d8071-336a-4656-8315-266d729fa273,88784cd6-92a3-4868-a5b1-0d04da3c3d12,1493640000,txt,popup,Concord,WA,29,WA,misc,hover
1c500e1a-e68e-49bc-a1e3-f6e7bf8fba7e,945f7cda-b71e-43ac-9c99-f0bebe4d6802,1493640000,txt,banner,Salt Lake City,WY,28,WY,gas,impression
dc3bdc2a-fded-4b68-ae19-dc085badcd70,7e9542ae-e7d4-45f9-8803-0789c9d8e177,1493640000,swf,popup,Trenton,AL,56,AL,retail,hover
6b3ccb92-19a4-4d45-8925-b38d1cee7ab0,26b0ddbc-d6e1-482a-a0df-6feacd0339e8,1493640000,txt,popup,Richmond,OH,32,OH,coffee,clicked
cea58d89-7862-46df-a9f5-d4a7165cd3d4,2e710755-5b2b-4212-8d1b-be4a2e5c34d2,1493640000,swf,popup,Oklahoma City,AL,24,AL,retail,hover
a75f0cf6-773c-40f0-96c9-5b612bd5a7bb,c6afb280-53ef-4c70-bdc6-6842177671f2,1493640000,img,popup,Salt Lake City,OH,55,OH,food,clicked
f7f1a229-cee1-4e42-9f12-a47d5218d0ff,6995895a-36ed-4d18-9e2b-d04b5d07cbba,1493640000,txt,popup,Saint Paul,WI,43,WI,retail,impression
779c5be0-9e0e-419a-811e-56ef1b3a31ee,6995895a-36ed-4d18-9e2b-d04b5d07cbba,1493640000,swf,banner,Atlanta,IL,42,IL,retail,impression
66646087-dd8f-4e99-8316-932ca7a82011,26b0ddbc-d6e1-482a-a0df-6feacd0339e8,1493640000,swf,banner,Oklahoma City,NE,53,NE,coffee,impression
0f16537f-5c14-483d-9787-fc22f50ed50d,b32618f1-e5dc-4f32-8e1c-afcb2fd4966b,1493640000,txt,banner,Concord,IN,31,IN,misc,impression
cea58d89-7862-46df-a9f5-d4a7165cd3d4,88784cd6-92a3-4868-a5b1-0d04da3c3d12,1493640000,txt,embedded,Montgomery,GA,24,GA,misc,clicked
332a394b-1232-4660-b38a-66d5227475f8,9ea67dda-6876-4c09-9de3-9f932100a489,1493640000,img,popup,Lansing,MI,25,MI,misc,hover
